Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date,mentions before,total posts before,normalized mentions before,upvotes before,mentions after,total posts after,normalized mentions after,upvotes after
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,4.03,1.81,0,1.1,6.94,84,183,7.566666667,1951,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,"Mortal Kombat,Mortal Kombat X",4/14/2015,243,31397,0.007739593,3548,449,32568,0.013786539,13953
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,2.9,1.72,0.18,0.76,5.54,84,170,7.9,1884,Guerrilla,M,"Killzone,Killzone 3",2/25/2011,125,17774,0.007032744,288,66,18467,0.003573943,514
Minecraft,Xbox One,2014,Misc,Microsoft Game Studios,3.22,1.8,0,0.5,5.52,nan,nan,nan,nan,nan,nan,Minecraft,9/5/2014,40,30418,0.001315011,64,479,27012,0.017732859,10299
Saints Row: The Third,Xbox 360,2011,Action,THQ,3.52,3.48,0.32,1.04,8.37,83.5,212,7.75,2627,Volition Inc.,M,"Saints Row,Saints Row: The Third,The Third",11/15/2011,200,47876,0.004177458,4660,168,38159,0.004402631,3360
Madden NFL 12,Xbox 360,2011,Sports,Electronic Arts,6.77,0.37,0,0.49,7.63,78.33333333,141,5.766666667,244,EA Tiburon,E,"Madden NFL 12,Madden NFL,Madden",9/1/2011,15,30258,0.000495737,13,76,29147,0.002607472,712
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,1.78,2.66,0.16,0.78,5.38,73,176,6.8,4204,Guerrilla,M,"Killzone: Shadow Fall,Killzone,Shadow Fall",11/15/2013,59,44506,0.001325664,2939,37,50970,0.000725917,2111
Madden NFL 11,Xbox 360,2010,Sports,Electronic Arts,5.52,0.26,0,0.46,6.26,nan,nan,4.6,nan,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/6/2010,31,10293,0.003011756,47,59,10658,0.005535748,99
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,3.26,1.02,0.7,0.36,5.34,79,102,7.7,36,Nintendo,E,"Mario vs. Donkey Kong,Mario vs. Donkey Kong: Mini-Land Mayhem!,Mini-Land Mayhem!,Donkey Kong,Mario",11/14/2010,29,12661,0.002290498,136,2,14812,0.000135026,1
Skate 3,Xbox 360,2010,Sports,Electronic Arts,3.73,2.74,0,0.8,7.24,80,176,7.866666667,336,EA Black Box,T,"Skate,Skate 3",5/11/2010,26,11111,0.002340023,30,17,9982,0.001703066,15
NBA 2K12,Xbox 360,2011,Sports,Take-Two Interactive,6.84,0.65,0.07,0.57,8.12,nan,nan,6.833333333,474,Visual Concepts,E,"NBA,NBA 2K12",10/4/2011,3,28961,0.000103588,1,21,34178,0.00061443,34
NBA 2K14,Xbox 360,2013,Sports,Take-Two Interactive,7.23,1.11,0.05,1.1,9.51,85.8,107,5.38,993,Visual Concepts,E,"NBA,NBA 2K14",10/1/2013,14,52444,0.000266951,15,55,40147,0.001369965,3962
Skylanders Giants,Wii,2012,Action,Activision,4.41,2.72,0,0.77,7.91,75.33333333,89,6.466666667,131,Toys for Bob,E10+,Skylanders Giants,10/21/2012,0,41313,0,0,0,47446,0,0
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,2.06,1.62,0.52,0.76,4.96,92,200,8.6,12766,From Software,M,Bloodborne,3/24/2015,0,30744,0,0,661,31602,0.020916398,25312
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,6.53,1.58,0.04,1.45,9.59,nan,nan,5.36,745,Visual Concepts,E,"NBA 2K15,NBA",10/7/2014,23,26546,0.000866421,48,89,27517,0.003234364,11619
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,5.29,4.23,0,1.19,10.71,76.85714286,152,6.728571429,nan,Traveller's Tales,E10+,"LEGO Harry Potter: Years 1-4,Years 1-4,LEGO Harry Potter",6/29/2010,5,10888,0.000459221,9,11,10629,0.001034905,34
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,1,3,0.1,0.74,4.86,nan,nan,nan,nan,nan,nan,"Need for Speed,Need for Speed (2015)",11/5/2015,19,33751,0.000562946,26,87,42083,0.002067343,6676
uDraw Studio,Wii,2010,Misc,THQ,3.3,1.14,0,0.4,4.84,71,18,0,nan,THQ,E,uDraw Studio,11/14/2010,0,12661,0,0,0,14812,0,0
Tomb Raider (2013),PS3,2013,Action,Square Enix,2.06,3.36,0.17,1.13,6.73,nan,nan,nan,nan,nan,nan,"Tomb Raider,Tomb Raider (2013)",3/5/2013,11,47163,0.000233234,12,60,50923,0.00117825,603
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,0.67,2.78,1.08,0.89,5.43,77.66666667,123,6.5,203,Konami,E,"pro evolution soccer,pro evolution soccer 2011",10/19/2010,8,11251,0.000711048,7,0,12667,0,0
Halo: Combat Evolved Anniversary,Xbox 360,2011,Shooter,Microsoft Game Studios,2.88,1.4,0.08,0.44,4.8,82,146,8.1,974,343 Industries,M,"Halo,Halo: Combat Evolved Anniversary,Combat Evolved Anniversary",11/15/2011,177,47876,0.003697051,1637,13,38159,0.00034068,13
Madden NFL 11,PS3,2010,Sports,Electronic Arts,4.08,0.3,0,0.4,4.76,83,72,6.1,136,EA Tiburon,E,"Madden NFL 11,Madden,Madden NFL",8/20/2010,0,10291,0,0,8,11383,0.000702802,7
Dead Island,Xbox 360,2011,Action,Deep Silver,4.16,2.18,0.15,0.74,7.23,73.25,215,6.8,3087,Techland,M,Dead Island,9/6/2011,185,30946,0.005978155,1232,960,28961,0.033148027,20739
Kinect: Disneyland Adventures,Xbox 360,2011,Misc,Microsoft Game Studios,3.46,0.86,0.04,0.34,4.7,73,66,2.9,134,Frontier Developments,E10+,"Kinect: Disneyland Adventures,Kinect,Disneyland Adventures",11/15/2011,91,47876,0.001900744,1586,86,38159,0.002253728,706
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,2.3,1.1,0.94,0.34,4.68,89,164,9,956,GREZZO,E10+,"The Legend of Zelda,Zelda,Majora's Mask 3D,The Legend of Zelda: Majora's Mask 3D",2/13/2015,269,30815,0.008729515,8768,224,30848,0.007261411,17288
Kinect Sports: Season Two,Xbox 360,2011,Sports,Microsoft Game Studios,2.76,1.44,0.04,0.44,4.68,66,92,6.5,78,"Rare Ltd., BigPark",E,"Kinect Sports: Season,Kinect Sports,Season Two,Kinect Sports: Season Two",10/25/2011,0,31619,0,0,1,48583,2.06E-05,0
Guild Wars 2,Windows,2012,Action,NCSoft,1.92,2.14,0,0.54,4.62,90,138,7.9,5908,ArenaNet,T,"Guild Wars 2,Guild Wars",8/28/2012,233,49805,0.004678245,3643,364,45302,0.008034965,9462
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,2.24,0.82,1.28,0.28,4.6,75,138,5.6,764,Intelligent Systems,E,"Paper Mario: Sticker Star,Paper Mario,Sticker Star,Mario",11/11/2012,85,44460,0.001911831,3083,5,50253,9.95E-05,7
The Sims 3,Xbox 360,2010,Simulation,Electronic Arts,3.65,2.73,0.02,0.76,7.17,75.75,132,6.75,217,The Sims Studio,T,"The Sims,The Sims 3,Sims",10/26/2010,8,11587,0.000690429,12,21,12925,0.001624758,1070
Far Cry: Primal,PS4,2016,Action,Ubisoft,1.67,2.83,0.12,0.78,5.4,76.33333333,209,6.333333333,1464,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",2/23/2016,160,33101,0.004833691,4831,428,32512,0.01316437,32093
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,2.46,1.26,0.08,0.7,4.5,80,178,7.5,1828,SCE Santa Monica,M,"God of War,God of War: Ascension,Ascension",3/12/2013,56,48208,0.001161633,590,121,51074,0.002369111,3992
New Super Luigi U,Wii U,2013,Platform,Nintendo,2.5,1.24,0.36,0.36,4.48,77,118,7.9,576,Nintendo,E,New Super Luigi U,6/20/2013,3,84086,3.57E-05,42,6,71065,8.44E-05,1687
Assassin's Creed IV: Black Flag,Xbox One,2013,Action,Ubisoft,3.18,1.48,0,0.47,5.1,nan,nan,7.5,2180,Ubisoft,M,"Assassin's Creed IV,Assassin's Creed,Black Flag,Assassin's Creed IV: Black Flag",11/19/2013,0,49183,0,0,36,45958,0.000783324,101
Madden NFL 25,Xbox 360,2013,Sports,Electronic Arts,6.86,0.33,0,0.85,8.04,76.6,114,5.28,592,EA Sports,E,"Madden NFL 25,Madden NFL,Madden",8/27/2013,90,52046,0.00172924,3953,118,52303,0.002256085,2742
LEGO Marvel Super Heroes,Xbox 360,2013,Action,Warner Bros. Interactive Entertainment,3.71,3.1,0.03,0.85,7.7,nan,nan,nan,nan,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",10/22/2013,0,41878,0,0,37,49183,0.000752292,287
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,2,2.91,0.28,0.8,5.99,74.75,141,7.1,1946,Ubisoft Montreal,M,"Siege,Tom Clancy's Rainbow Six: Siege,Tom Clancy's,Tom Clancy's Rainbow Six",12/1/2015,121,42303,0.002860317,6632,280,33552,0.008345255,14993
Forza Motorsport 5,Xbox One,2013,Racing,Microsoft Game Studios,2.42,1.58,0.02,0.38,4.4,79,152,5.9,2190,Turn 10,E,"Forza Motorsport,Forza Motorsport 5",11/22/2013,13,52068,0.000249674,66,9,43294,0.000207881,112
Need for Speed: Hot Pursuit,Xbox 360,2010,Racing,Electronic Arts,2.35,2.35,0,0.52,5.23,78,168,6.1,986,Criterion Games,E10+,"Need for Speed: Hot Pursuit,Need for Speed,Hot Pursuit",11/16/2010,35,12667,0.002763085,48,39,15009,0.002598441,109
BioShock 2,Xbox 360,2010,Shooter,Take-Two Interactive,3.75,1.54,0.06,0.6,5.94,88,248,8.2,1638,2K Marin,M,"BioShock,BioShock 2",2/9/2010,150,8689,0.017263206,2042,156,10250,0.015219512,1689
Madden NFL 15,PS4,2014,Sports,Electronic Arts,7.24,0.76,0,1.45,9.45,nan,nan,5.36,596,EA Sports,E,"Madden NFL 15,Madden,Madden NFL",8/26/2014,6,31056,0.000193199,76,16,27915,0.000573169,3645
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.78,2.26,1.1,0.73,4.88,79.33333333,118,6.6,319,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2012",9/27/2011,6,29198,0.000205494,6,3,31619,9.49E-05,2
Final Fantasy XIII,Xbox 360,2010,Role-Playing,Square Enix,2.56,1.34,0.02,0.42,4.32,82,108,6.3,1078,Square Enix,T,"Final Fantasy,Final Fantasy XIII",3/9/2010,140,10250,0.013658537,576,100,11045,0.009053871,514
Skylanders SWAP Force,Wii,2013,Platform,Activision,4.61,2.71,0,0.83,8.17,nan,nan,5.9125,285,Beenox,E10+,Skylanders SWAP Force,10/13/2013,0,48785,0,0,2,42151,4.74E-05,2
Overwatch,PS4,2016,Shooter,Activision,2.5,2.27,0.3,0.8,5.87,90.5,142,6.15,7436,Blizzard Entertainment,T,Overwatch,5/24/2016,1006,37255,0.027003087,69985,1944,39960,0.048648649,137248
Hitman: Absolution,PS3,2012,Action,Square Enix,1.89,3.15,0.15,1.09,6.25,81,137,7.275,2802,Io Interactive,M,"Hitman,Hitman: Absolution,Absolution",11/20/2012,160,48318,0.003311395,4912,461,48341,0.009536418,26518
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,2.44,2.49,0.36,0.84,6.1,nan,nan,4.9,2135,Visceral Games,M,"Battlefield,Battlefield: Hardline,Hardline",3/17/2015,253,30873,0.008194863,4294,504,31397,0.016052489,9998
NBA 2K11,Xbox 360,2010,Action,Take-Two Interactive,6.46,0.46,0.05,0.55,7.49,nan,nan,5.542857143,nan,Visual Concepts,E,"NBA,NBA 2K11",10/5/2010,31,11758,0.002636503,46,29,11731,0.002472083,188
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,2.9,1.7,0.25,0.82,5.67,74.25,182,7.875,4256,Techland,M,Dying Light,1/28/2015,0,29688,0,0,906,30753,0.02946054,38248
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,1.78,1.16,0.92,0.28,4.16,nan,nan,nan,nan,nan,nan,"Mario & Luigi: Dream Team,Dream Team,Mario,Mario & Luigi",8/11/2013,437,56412,0.007746579,31423,394,50055,0.007871342,24369
Portal 2,Xbox 360,2011,Shooter,Valve Software,3.98,1.9,0.04,0.68,6.62,95,238,8.55,8930,Valve Software,E10+,"Portal 2,Portal",4/19/2011,2029,23810,0.085216296,31504,3409,23329,0.146127138,45546
DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.72,2.76,0.04,0.62,4.14,71,170,6.1,3142,Evolution Studios,E,DriveClub,10/7/2014,20,26546,0.000753409,25,33,27517,0.001199259,49
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.92,0.82,1.92,0.48,4.12,89,132,8.9,886,Kojima Productions,T,"Metal Gear Solid: Peace Walker,Peace Walker,MGS,Metal Gear Solid",6/8/2010,6,9982,0.000601082,38,16,10979,0.001457328,31
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,2.84,0.18,0.9,0.2,4.12,nan,nan,nan,nan,nan,nan,"Kirby's Epic Yarn,Kirby",10/17/2010,8,11147,0.000717682,175,14,12661,0.001105758,15
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,1.26,0.82,1.5,0.52,4.12,82,124,8.6,416,Square Enix,E10+,"KH,Kingdom Hearts: Birth by Sleep,Kingdom Hearts,Birth by Sleep",9/10/2010,0,10843,0,0,9,11771,0.000764591,20
Tom Clancy's Splinter Cell: Conviction,Xbox 360,2010,Action,Ubisoft,2.4,1.24,0.08,0.38,4.12,nan,nan,nan,nan,nan,nan,"Tom Clancy's,Tom Clancy's Splinter Cell,Conviction,Tom Clancy's Splinter Cell: Conviction",4/13/2010,65,11011,0.005903188,117,9,11111,0.000810008,9
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,3.6,3.41,0.04,0.93,7.97,nan,nan,nan,nan,nan,nan,"Toy Story 3: The Video Game,Toy Story 3,The Video Game",6/15/2010,8,10416,0.000768049,29,85,10515,0.00808369,687
Dance Central 2,Xbox 360,2011,Misc,Microsoft Game Studios,2.9,0.82,0.02,0.32,4.08,86,112,8.2,126,Harmonix Music Systems,T,"Dance Central 2,Dance Central",10/25/2011,0,31619,0,0,5,48583,0.000102917,10
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,2.14,1.29,1.08,0.53,5.03,89,174,8.6,3900,From Software,M,Dark Souls,10/4/2011,108,28961,0.003729153,882,0,34178,0,0
Battlefield 4,Xbox One,2013,Shooter,Electronic Arts,2.5,1.16,0,0.38,4.04,81,10,6.6,960,EA DICE,M,"Battlefield,Battlefield 4",11/22/2013,0,52068,0,0,143,43294,0.003302998,8740
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,2.08,3.07,0.07,0.99,6.2,65.66666667,194,5.7,909,Black Box,T,"Need for Speed,Need for Speed: The Run,The Run",11/15/2011,83,47876,0.001733645,162,63,38159,0.001650987,205
Just Dance 2015,Wii,2014,Misc,Ubisoft,3.45,2.46,0,0.62,6.52,nan,nan,7.4,98,Ubisoft,E10+,"Just Dance 2015,Just Dance",10/21/2014,2,26444,7.56E-05,3,4,29614,0.000135071,9
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,2.98,2.68,0.21,0.93,6.81,nan,nan,6.316666667,9074,BioWare,M,"Inquisition,Dragon Age,Dragon Age: Inquisition",11/18/2014,114,29614,0.003849531,4938,511,29930,0.017073171,16184
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,1.46,1.84,0.06,0.6,3.96,80,106,6.2,1334,Ghost Games,E10+,Need for Speed Rivals,11/29/2013,32,52818,0.000605854,541,23,42636,0.00053945,19
Minecraft,Vita,2014,Misc,Sony Computer Entertainment Europe,0.36,1.28,1.8,0.48,3.92,nan,nan,nan,nan,nan,nan,Minecraft,10/14/2014,108,26210,0.004120565,135,293,28394,0.010319081,9671
Forza Horizon,Xbox 360,2012,Racing,Microsoft Game Studios,1.64,1.86,0.08,0.36,3.92,85,166,8.4,862,"PLAYGROUND, Playground Games",T,Forza Horizon,10/23/2012,32,40989,0.000780697,29,29,48318,0.00060019,2520
BioShock Infinite,Xbox 360,2013,Shooter,Take-Two Interactive,3.45,2.03,0.08,0.67,6.21,93.5,161,8.5,12479,Irrational Games,M,BioShock Infinite,3/26/2013,425,49075,0.008660214,23579,2946,47784,0.061652436,107144
Destiny: The Taken King,PS4,2015,Shooter,Activision,2.82,2,0.1,0.83,5.77,nan,nan,5.42,2691,Bungie,T,"Destiny: The Taken King,Destiny,The Taken King",9/15/2015,254,32285,0.007867431,2600,400,30563,0.01308772,5084
Diablo III,PS3,2013,Role-Playing,Activision,2.34,1.89,0.3,0.7,5.23,86.33333333,128,6.466666667,1498,Blizzard Entertainment,M,"Diablo III,Diablo",9/3/2013,162,51098,0.003170378,5257,160,52444,0.003050873,5807
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,1.52,2.19,0.03,0.72,4.45,nan,nan,7.133333333,1076,Sumo Digital,E,"LittleBigPlanet 3,LittleBigPlanet",11/28/2014,10,30962,0.000322977,226,6,29129,0.00020598,18
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,3.51,0.66,0.04,0.82,5.03,nan,nan,5,434,Visual Concepts,E,"NBA 2K17,NBA",9/20/2016,109,36362,0.002997635,1997,109,35677,0.00305519,969
Just Cause 3,PS4,2015,Action,Square Enix,1.41,2.56,0.14,0.65,4.76,72.75,158,6.325,1521,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015,173,42303,0.004089544,26190,1031,33552,0.030728422,165543
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,2.04,2.4,0.13,0.73,5.32,86.66666667,142,7.8,2449,Rockstar Studios,M,"Max Payne 3,Max Payne",5/15/2012,128,45213,0.002831044,1310,476,47782,0.00996191,10911
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,1.22,0.68,1.58,0.18,3.66,80,136,8.8,412,HAL Labs,E,"Triple Deluxe,Kirby: Triple Deluxe,Kirby",5/2/2014,17,32122,0.000529232,3162,19,31649,0.000600335,2067
GoldenEye 007 (2010),Wii,2010,Action,Activision,1.78,1.43,0.26,0.33,3.79,nan,nan,nan,nan,nan,nan,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010,0,11731,0,0,0,14151,0,0
Sonic Classic Collection,DS,2010,Platform,Sega,1.84,1.46,0,0.34,3.66,70,48,7.5,56,Creative Assembly,E,"Sonic,Sonic Classic Collection",3/2/2010,0,9655,0,0,0,11285,0,0
Diablo III,PS4,2014,Role-Playing,Activision,1.38,2.2,0.12,0.62,4.3,nan,nan,nan,nan,Blizzard Entertainment,M,"Diablo III,Diablo",8/19/2014,0,30965,0,0,144,29231,0.004926277,5470
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,2.1,0.94,0.16,0.44,3.64,83,180,8.4,1864,Sucker Punch,T,"inFAMOUS 2,inFAMOUS",6/7/2011,52,25898,0.002007877,618,0,26728,0,0
Mafia III,PS4,2016,Action,Take-Two Interactive,1.2,2.55,0.06,0.63,4.43,66.5,181,4.5,3449,Hangar 13,M,"Mafia III,Mafia",10/7/2016,42,33591,0.001250335,8958,195,42264,0.004613856,13643
Forza Motorsport 6,Xbox One,2015,Racing,Microsoft Game Studios,1.46,1.8,0.06,0.28,3.6,87,170,7.9,1726,Turn 10,E,"Forza Motorsport 6,Forza Motorsport",9/15/2015,24,32285,0.000743379,4306,19,30563,0.000621667,158
The Evil Within,PS4,2014,Action,Bethesda Softworks,2.06,2.63,0.36,0.78,5.82,nan,nan,7.166666667,3962,Tango Gameworks,M,The Evil Within,10/14/2014,67,26210,0.002556276,824,0,28394,0,0
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,4.84,3.26,0,0.92,9,71.875,144,5.5125,nan,Traveller's Tales,E10+,"The Clone Wars,LEGO Star Wars III: The Clone Wars,LEGO Star Wars III,Star Wars",3/22/2011,5,18670,0.000267809,5,12,23810,0.00050399,12
Madden NFL 17,PS4,2016,Sports,Electronic Arts,3.79,0.4,0,0.81,5.02,nan,nan,3.32,216,EA Sports,E,"Madden,Madden NFL,Madden NFL 17",8/23/2016,6,34955,0.000171649,8,114,36362,0.003135141,511
Just Cause 2,PS3,2010,Action,Square Enix,1.49,2.67,0.14,0.81,5.1,82.33333333,206,8,849,Avalanche Studios,M,"Just Cause,Just Cause 2",3/23/2010,81,11117,0.007286138,600,148,11143,0.013281881,1604
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,2.12,1.96,0,0.7,4.78,nan,nan,nan,nan,nan,nan,"Elder Scrolls,The Elder Scrolls Online",6/9/2015,15,32199,0.000465853,119,33,35702,0.000924318,240
Wii Party U,Wii U,2013,Misc,Nintendo,0.6,1.12,1.68,0.1,3.5,65,76,6.8,270,Nd Cube,E,Wii Party U,10/25/2013,0,40978,0,0,0,52068,0,0
Kinect Star Wars,Xbox 360,2012,Action,Microsoft Game Studios,2.1,1.04,0.06,0.28,3.48,55,122,3.5,290,Terminal Reality,T,"Star Wars,Kinect Star Wars",4/3/2012,20,42792,0.000467377,106,58,44503,0.001303283,175
Dragon's Dogma,PS3,2012,Role-Playing,Capcom,1.24,1.11,1.51,0.4,4.27,77,135,8.133333333,1208,Capcom,M,Dragon's Dogma,5/22/2012,0,44904,0,0,48,48870,0.000982198,201
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,1.22,1.56,0.12,0.54,3.48,63,188,6.6,6344,"Ready at Dawn, SCE Santa Monica",M,"The Order,The Order: 1886,The Order:,1886",2/20/2015,187,30649,0.006101341,9825,274,30842,0.008883989,12616
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.86,1.36,0.84,0.4,3.46,54,166,6.5,2148,SCE Japan Studio,E10+,Knack,11/15/2013,0,44506,0,0,35,50970,0.000686678,46
The Crew,PS4,2014,Racing,Ubisoft,1.01,2.64,0.06,0.59,4.3,nan,nan,5.775,1420,"Ubisoft Reflections, Ivory Tower",T,The Crew,12/2/2014,70,30993,0.002258575,1199,0,28929,0,0
Dishonored,Xbox 360,2012,Action,Bethesda Softworks,3.1,1.71,0.06,0.59,5.46,nan,nan,nan,nan,Arkane Studios,M,Dishonored,10/9/2012,152,44703,0.003400219,7120,0,43388,0,0
The Sims 3: Late Night Expansion Pack,Windows,2010,Simulation,Electronic Arts,1.18,1.74,0,0.46,3.4,74,34,5.3,154,The Sims Studio,T,"The Sims 3: Late Night Expansion Pack,The Sims 3,Sims,Late Night Expansion Pack",10/26/2010,5,11587,0.000431518,41,0,12925,0,0
No Man's Sky,PS4,2016,Action,Hello Games,1.26,1.52,0.06,0.54,3.4,71,188,4.5,10192,Hello Games,T,No Man's Sky,8/9/2016,249,34830,0.007149009,9746,0,36919,0,0
Sonic Colors,Wii,2010,Platform,Sega,2.53,1.67,0.03,0.42,4.65,78.33333333,142,8.3,668,Sonic Team,E,"Sonic,Sonic Colors",11/16/2010,7,12667,0.000552617,79,0,15009,0,0
Sid Meier's Civilization V,Windows,2010,Strategy,Take-Two Interactive,1.96,1.04,0,0.34,3.36,90,140,7.9,4560,Firaxis Games,E10+,"Civilization,Sid Meier's Civilization,Civ,Sid Meier's Civilization V",9/21/2010,68,11598,0.00586308,1391,194,11251,0.017242912,1281
StarCraft II: Heart of the Swarm,Windows,2013,Strategy,Activision,1.66,1.32,0,0.36,3.34,86,136,7.9,2692,Blizzard Entertainment,T,"StarCraft II,Heart of the Swarm,StarCraft II: Heart of the Swarm",3/12/2013,65,48208,0.001348324,1530,87,51074,0.001703411,2578
Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.9,1.8,0.1,0.52,3.32,79,206,8.2,4322,SuperMassive Games,M,Until Dawn,8/25/2015,26,29349,0.00088589,36,200,32336,0.006185057,4280
Saints Row IV,Xbox 360,2013,Action,Deep Silver,2.69,1.47,0.11,0.47,4.76,81,155,6.675,2471,Volition Inc.,M,"Saints Row IV,Saints Row",8/20/2013,425,53451,0.007951208,36386,797,51787,0.015389963,57027
LEGO Batman 2: DC Super Heroes,Xbox 360,2012,Action,Warner Bros. Interactive Entertainment,4.16,2.72,0,0.78,7.66,nan,nan,6.985714286,396,TT Games,E10+,"Batman,DC Super Heroes,LEGO Batman 2: DC Super Heroes,LEGO Batman 2",6/19/2012,83,48870,0.001698383,585,124,55788,0.0022227,5006
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,1.56,0.99,0.68,0.48,3.69,88.33333333,152,8.733333333,4394,From Software,M,"Dark Souls III,Dark Souls",4/12/2016,590,32855,0.017957693,49643,1972,35643,0.055326432,212561
Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,1.16,0.42,1.58,0.14,3.3,77,98,8.5,312,HAL Labs,E10+,"Kirby's Return to Dreamland,Kirby",8/17/2011,11,26512,0.000414906,57,19,31471,0.00060373,165
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,1.04,1.6,0.12,0.52,3.26,70,196,8.1,5304,Quantic Dream,M,"Beyond: Two Souls,Beyond,Two Souls",10/8/2013,86,51400,0.001673152,8156,221,40860,0.005408713,11552
Kinectimals,Xbox 360,2010,Simulation,Microsoft Game Studios,2.04,0.92,0,0.26,3.24,74,100,3.1,138,Frontier Developments,E,Kinectimals,11/4/2010,0,11812,0,0,2,14316,0.000139704,4
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,1.18,1.52,0.02,0.52,3.24,83,44,7.7,524,TT Games,E10+,"Marvel,LEGO Marvel Super Heroes",11/15/2013,0,44506,0,0,24,50970,0.000470865,59
Rage,Xbox 360,2011,Shooter,Bethesda Softworks,2.25,1.96,0.12,0.56,4.88,80.5,223,6.2,3089,id Software,M,Rage,10/4/2011,187,28961,0.006456959,1227,0,34178,0,0
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,1.76,0.52,0.68,0.2,3.16,75,108,8.2,534,Square Enix,E10+,"KH,Kingdom Hearts 3D: Dream Drop Distance,Kingdom Hearts 3D,Dream Drop Distance",7/31/2012,3,60476,4.96E-05,2,3,49805,6.02E-05,4
Sonic Generations,PS3,2011,Platform,Sega,1.91,1.91,0.04,0.65,4.54,76.33333333,125,8.233333333,846,Sega,E,"Sonic Generations,Sonic",11/1/2011,20,34178,0.000585172,195,0,47416,0,0
Mario Party 10,Wii U,2015,Misc,Nintendo,1.38,1.06,0.48,0.24,3.16,66,132,6.5,558,"Nintendo, Nd Cube",E,"Mario,Mario Party,Mario Party 10",3/20/2015,10,30842,0.000324233,67,41,31790,0.001289714,1708
Dead Rising 3,Xbox One,2013,Action,Microsoft Game Studios,2.12,0.7,0.02,0.3,3.14,78,138,6.8,1816,Capcom Vancouver,M,"Dead Rising,Dead Rising 3",11/22/2013,57,52068,0.001094722,3721,145,43294,0.003349194,5106
Gears of War: Judgment,Xbox 360,2013,Shooter,Microsoft Game Studios,1.84,1,0.06,0.24,3.14,79,162,5.4,1558,Epic Games,M,"Gears,Gears of War: Judgment,Gears of War,Judgment",3/19/2013,36,48904,0.000736136,47,173,50051,0.003456474,2263
