,Unnamed: 0,Unnamed: 0.1,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
1318,1858,1858,Assassin's Creed Syndicate,Windows,2015.0,Action,Ubisoft,0.22,0.18,0.0,0.04,0.42,74.0,28.0,5.9,1088.0,Ubisoft Quebec,M,"Assassin's Creed,Assassin's Creed Syndicate",11/19/2015
1320,1862,1862,Pro Evolution Soccer 2012,Wii,2011.0,Action,Konami Digital Entertainment,0.16,0.16,0.06,0.04,0.42,79.0,18.0,7.0,24.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2012",11/15/2011
1321,1865,1865,Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.26,0.14,0.0,0.04,0.42,69.0,106.0,7.4,100.0,n-Space,T,Heroes of Ruin,7/17/2012
1322,1866,1866,State of Decay,Xbox One,2015.0,Strategy,Microsoft Game Studios,0.28,0.1,0.0,0.04,0.42,,,,,,,State of Decay,4/28/2015
1325,1871,1871,de Blob 2,PS3,2011.0,Platform,THQ,0.51,0.26,0.0,0.09999999999999999,0.86,75.8,185.0,7.6,123.0,Blue Tongue Entertainment,E10+,"de Blob,de Blob 2",2/22/2011
1326,1872,1872,Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011.0,Sports,Tecmo Koei,0.16,0.13,0.17,0.05,0.51,,,,,,,"Champion Jockey,Champion Jockey: G1 Jockey & Gallop Racer,G1 Jockey & Gallop Racer",11/8/2011
1328,1881,1881,Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,Activision,0.38,0.18,0.0,0.08999999999999998,0.6700000000000002,,,2.2,1008.0,Robomodo,T,"Tony Hawk's Pro Skater 5,Tony Hawk's Pro Skater",9/29/2015
1330,1883,1883,Frogger 3D,3DS,2011.0,Action,Konami Digital Entertainment,0.32,0.06,0.0,0.02,0.42,54.0,22.0,5.5,16.0,Alpha Unit,E,Frogger 3D,9/20/2011
1332,1886,1886,Lost Planet 3,PS3,2013.0,Shooter,Capcom,0.21000000000000002,0.13,0.13,0.05,0.54,60.0,103.0,5.6000000000000005,346.0,Spark Unlimited,T,"Lost Planet 3,Lost Planet",8/27/2013
1336,1895,1895,Zombie Army Trilogy,PS4,2015.0,Shooter,Rebellion Developments,0.15000000000000002,0.29,0.0,0.06999999999999999,0.51,62.0,62.0,6.933333333333334,216.0,Rebellion,,Zombie Army Trilogy,3/6/2015
1337,1899,1899,Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.32,0.0,0.06,0.02,0.4,67.0,76.0,7.6,146.0,Studio Saizensen,T,Code of Princess,10/9/2012
1341,1904,1904,Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.12,0.18,0.02,0.06,0.4,36.0,90.0,3.7,42.0,SCE Japan Studio,E10+,Kung Fu Rider,9/16/2010
1343,1911,1911,Tekken 3D: Prime Edition,3DS,2012.0,Fighting,Nintendo,0.12,0.14,0.1,0.02,0.4,64.0,84.0,5.9,78.0,Arika,T,"Prime Edition,Tekken 3D,Tekken 3D: Prime Edition",2/14/2012
1345,1913,1913,Sleeping Dogs,Xbox One,2014.0,Action,Square Enix,0.2,0.18,0.0,0.04,0.4,,,,,,,Sleeping Dogs,10/14/2014
1346,1914,1914,Apache: Air Assault,PS3,2010.0,Simulation,Activision,0.33999999999999997,0.15,0.0,0.06999999999999999,0.56,67.33333333333333,60.0,6.2,55.0,Gaijin Entertainment,T,"Apache: Air Assault,Air Assault,Apache",11/16/2010
1347,1916,1916,Wizards of Waverly Place: Spellbound,DS,2010.0,Misc,Disney Interactive Studios,0.32,0.06,0.0,0.02,0.4,,,0.0,,Disney Interactive Studios,E,"Wizards of Waverly Place,Spellbound,Wizards of Waverly Place: Spellbound",11/16/2010
1349,1919,1919,Earth Defense Force: Insect Armageddon,PS3,2011.0,Shooter,D3Publisher,0.22,0.12,0.19,0.05,0.5900000000000001,64.66666666666667,96.0,7.3999999999999995,93.0,Vicious Cycle,T,"Earth Defense Force,Insect Armageddon,Earth Defense Force: Insect Armageddon",7/5/2011
1350,1924,1924,Silent Hill: Book of Memories,Vita,2012.0,Action,Konami Digital Entertainment,0.2,0.1,0.0,0.08,0.4,58.0,114.0,5.1,204.0,WayForward,M,"Silent Hill: Book of Memories,Silent Hill,Book of Memories",10/16/2012
1351,1927,1927,Cabela's Survival: Shadows of Katmai,Wii,2011.0,Sports,Activision,0.53,0.16,0.0,0.05,0.76,,,6.725,21.0,Activision,T,"Cabela's Survival: Shadows of Katmai,Shadows of Katmai,Cabela's Survival",11/1/2011
1352,1930,1930,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.09,0.32999999999999996,0.04,0.06999999999999999,0.53,63.5,148.0,7.7749999999999995,1793.0,Mercury Steam,M,"Lords of Shadow 2,Castlevania: Lords of Shadow,Castlevania: Lords of Shadow 2,Castlevania",2/25/2014
1353,1931,1931,CSI: Unsolved!,DS,2010.0,Adventure,Ubisoft,0.26,0.1,0.0,0.04,0.4,,,,,,,"Unsolved!,CSI: Unsolved!,CSI",11/23/2010
1358,1938,1938,Shin Megami Tensei IV: Final,3DS,2016.0,Role-Playing,Deep Silver,0.1,0.0,0.28,0.02,0.38,,,,,,,"Final,Shin Megami Tensei IV: Final,Shin Megami Tensei IV",9/20/2016
1359,1939,1939,Captain America: Super Soldier,PS3,2011.0,Action,Sega,0.36,0.18999999999999997,0.0,0.07999999999999999,0.63,58.25,125.0,6.5,123.0,Next Level Games,T,"Captain America: Super Soldier,Captain America,Super Soldier",7/15/2011
1360,1941,1941,Bound By Flame,PS4,2014.0,Role-Playing,Focus Home Interactive,0.16,0.18,0.0,0.06,0.38,53.0,80.0,5.9,460.0,Spiders,M,Bound By Flame,5/9/2014
1361,1942,1942,Just Dance: Greatest Hits,Wii,2012.0,Misc,Ubisoft,0.28,0.08,0.0,0.02,0.38,,,0.0,,Ubisoft,E10+,"Greatest Hits,Just Dance,Just Dance: Greatest Hits",6/26/2012
1362,1943,1943,DanceMasters,Xbox 360,2010.0,Misc,Konami Digital Entertainment,0.3,0.04,0.04,0.02,0.38,63.0,60.0,5.9,14.0,GCP1,E10+,DanceMasters,11/4/2010
1366,1949,1949,Fighter Within,Xbox One,2013.0,Fighting,Ubisoft,0.22,0.14,0.0,0.04,0.38,23.0,78.0,3.0,422.0,Ubisoft,T,Fighter Within,11/22/2013
1367,1951,1951,Marvel Super Hero Squad: Comic Combat,PS3,2011.0,Action,THQ,0.49,0.17,0.0,0.07999999999999999,0.74,,,0.0,,THQ,E10+,"Marvel,Marvel Super Hero Squad,Comic Combat,Marvel Super Hero Squad: Comic Combat",11/15/2011
1370,1956,1956,SpongeBob SquigglePants 3D,3DS,2011.0,Misc,THQ,0.26,0.1,0.0,0.04,0.38,64.0,16.0,6.0,16.0,WayForward,E,SpongeBob SquigglePants 3D,4/12/2011
1372,1958,1958,Silent Hill HD Collection,Xbox 360,2012.0,Action,Konami Digital Entertainment,0.22,0.12,0.02,0.04,0.38,69.0,34.0,5.6,196.0,Konami,M,Silent Hill HD Collection,3/20/2012
1374,1960,1960,SpongeBob's Surf & Skate Roadtrip,Xbox 360,2011.0,Action,THQ,0.4,0.06999999999999999,0.0,0.03,0.5,,,,,,,SpongeBob's Surf & Skate Roadtrip,11/8/2011
1381,1969,1969,NASCAR Unleashed,3DS,2011.0,Racing,Activision,0.73,0.0,0.0,0.05,0.78,,,0.0,,Firebrand Games,E,NASCAR Unleashed,11/1/2011
1387,1981,1981,Shaun White Skateboarding,PS3,2010.0,Sports,Ubisoft,0.22,0.1,0.0,0.06,0.38,61.0,52.0,6.5,16.0,Ubisoft Montreal,T,Shaun White Skateboarding,10/26/2010
1389,1986,1986,Air Conflicts: Secret Wars,PS3,2011.0,Simulation,bitComposer Games,0.26,0.13999999999999999,0.0,0.06999999999999999,0.46,54.333333333333336,30.0,0.0,,Games Farm,T,"Air Conflicts: Secret Wars,Air Conflicts,Secret Wars",9/30/2011
1393,1991,1991,Dance Central: Spotlight,Xbox One,2014.0,Misc,Microsoft Game Studios,0.3,0.06,0.0,0.0,0.38,74.0,38.0,7.0,94.0,Harmonix Music Systems,T,"Spotlight,Dance Central,Dance Central: Spotlight",9/2/2014
1394,1992,1992,Warriors: Legends of Troy,PS3,2011.0,Action,Tecmo Koei,0.12,0.08,0.14,0.04,0.38,44.0,44.0,7.0,48.0,Tecmo Koei Canada,M,"Warriors,Warriors: Legends of Troy,Legends of Troy",3/8/2011
1395,1993,1993,Arcania: Gothic 4,Windows,2010.0,Role-Playing,JoWood Productions,0.22,0.2,0.01,0.05,0.47,63.333333333333336,71.0,4.666666666666667,666.0,Spellbound,T,"Gothic 4,Arcania: Gothic,Arcania,Arcania: Gothic 4",10/19/2010
1396,1994,1994,Sword Art Online: Hollow Realization,PS4,2016.0,Role-Playing,Namco Bandai Games,0.12,0.04,0.2,0.04,0.38,69.0,64.0,7.7,104.0,Bandai Namco Games,T,"Sword Art Online,Sword Art Online: Hollow Realization,Hollow Realization",11/8/2016
1397,1995,1995,The Lord of the Rings: War in the North,Windows,2011.0,Action,Warner Bros. Interactive Entertainment,0.1,0.22,0.0,0.06,0.38,66.0,42.0,7.1,578.0,Snowblind Studios,M,"The Lord of the Rings: War in the North,War in the North,The Lord of the Rings",11/1/2011
1399,1997,1997,Rango: The Video Game,PS3,2011.0,Action,Electronic Arts,0.34,0.30999999999999994,0.0,0.08999999999999998,0.74,61.0,83.0,4.16,,Behaviour Interactive,E10+,"Rango,Rango: The Video Game,The Video Game",3/1/2011
1403,2004,2004,Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,505 Games,0.24,0.1,0.0,0.04,0.36,51.0,10.0,0.0,,Racjin,E,"Camping Mama,Camping Mama: Outdoor Adventures,Outdoor Adventures",9/13/2011
1405,2010,2010,Just Dance 2017,Wii,2016.0,Misc,Ubisoft,0.22999999999999998,0.33000000000000007,0.0,0.05,0.61,,,1.3333333333333333,,Ubisoft Paris,E10+,"Just Dance,Just Dance 2017",10/25/2016
1407,2014,2014,Saw II: Flesh & Blood,PS3,2010.0,Action,Konami Digital Entertainment,0.30000000000000004,0.16,0.0,0.05,0.51,,,,,,,"Flesh & Blood,Saw II: Flesh & Blood,Saw II",10/19/2010
1411,2023,2023,LEGO Harry Potter: Years 5-7,Vita,2012.0,Action,Warner Bros. Interactive Entertainment,0.14,0.14,0.0,0.06,0.36,64.0,38.0,6.8,42.0,Traveller's Tales,E10+,"Years 5-7,LEGO Harry Potter: Years 5-7,LEGO Harry Potter",3/6/2012
1413,2027,2027,MotoGP 14 ,PS4,2014.0,Racing,Milestone S.r.l.,0.17,0.30000000000000004,0.0,0.09,0.5499999999999999,,,3.2,,Milestone S.r.l,E,"MotoGP 14 ,MotoGP",6/20/2014
1414,2028,2028,Skylanders Imaginators,Wii U,2016.0,Platform,Activision,0.32999999999999996,0.39999999999999997,0.0,0.09999999999999999,0.7999999999999999,,,2.3,,Toys for Bob,E10+,Skylanders Imaginators,10/16/2016
1416,2031,2031,Valhalla Knights 3,Vita,2013.0,Role-Playing,Xseed Games,0.08,0.02,0.24,0.02,0.36,48.0,38.0,6.8,112.0,K2,M,"Valhalla Knights,Valhalla Knights 3",10/15/2013
1417,2033,2033,GRID Autosport,PS3,2014.0,Racing,Codemasters,0.13,0.22999999999999998,0.02,0.06999999999999999,0.44999999999999996,75.0,85.0,6.533333333333334,180.0,Codemasters,E,GRID Autosport,6/24/2014
1418,2034,2034,World of Outlaws: Sprint Cars,Xbox 360,2010.0,Racing,THQ,0.34,0.0,0.0,0.02,0.36,57.0,8.0,8.1,20.0,Big Ant Studios,E,"Sprint Cars,World of Outlaws,World of Outlaws: Sprint Cars",2/9/2010
1424,2044,2044,Pro Evolution Soccer 2013,3DS,2012.0,Sports,Konami Digital Entertainment,0.1,0.04,0.2,0.02,0.36,,,,,,,"Pro Evolution Soccer,Pro Evolution Soccer 2013",11/20/2012
1425,2045,2045,Lips: Party Classics,Xbox 360,2010.0,Misc,Microsoft Game Studios,0.1,0.22,0.0,0.04,0.36,69.0,20.0,0.0,,iNiS,T,"Party Classics,Lips: Party Classics,Lips",3/2/2010
1429,2060,2060,MindJack,PS3,2011.0,Shooter,Square Enix,0.21000000000000002,0.16,0.0,0.06999999999999999,0.44999999999999996,43.666666666666664,104.0,1.5333333333333332,208.0,FeelPlus,M,MindJack,1/18/2011
1431,2062,2062,NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.29000000000000004,0.09,0.0,0.06999999999999999,0.47,59.333333333333336,71.0,5.933333333333333,202.0,EA Sports,E,"NBA Live,NBA,NBA Live 16",9/29/2015
1432,2063,2063,Dead or Alive Paradise,PSP,2010.0,Misc,Ubisoft Annecy,0.14,0.04,0.14,0.04,0.36,38.0,68.0,5.6,74.0,"Team Ninja, Tecmo",M,Dead or Alive Paradise,3/30/2010
1433,2064,2064,Dark Souls II,Windows,2014.0,Role-Playing,Namco Bandai Games,0.16,0.16,0.0,0.02,0.34,91.0,72.0,7.1,4636.0,From Software,T,"Dark Souls II,Dark Souls",4/24/2014
1434,2067,2067,Project Spark,Xbox One,2014.0,Misc,Microsoft Game Studios,0.22,0.1,0.0,0.04,0.34,73.0,52.0,7.0,302.0,Microsoft Game Studios,E10+,Project Spark,10/7/2014
1436,2073,2073,Toukiden Kiwami,PS4,2015.0,Action,Tecmo Koei,0.1,0.14,0.04,0.04,0.34,74.0,70.0,7.6,148.0,Koei Tecmo Games,T,Toukiden Kiwami,3/31/2015
1437,2074,2074,The Secret World,Windows,2012.0,Role-Playing,Funcom,0.14,0.16,0.0,0.04,0.34,74.0,110.0,8.2,2652.0,Funcom,M,The Secret World,7/3/2012
1440,2083,2083,PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.16,0.12,0.0,0.06,0.34,53.0,78.0,6.1,32.0,Nihilistic,E10+,PlayStation Move Heroes,3/22/2011
1443,2086,2086,Danganronpa 2: Goodbye Despair,Vita,2014.0,Misc,Nippon Ichi Software,0.16,0.1,0.0,0.08,0.34,81.0,100.0,8.7,280.0,Spike Chunsoft,M,"Danganronpa 2: Goodbye Despair,Danganronpa 2,Goodbye Despair",9/2/2014
1444,2087,2087,MotoGP 10/11,PS3,2011.0,Racing,Capcom,0.08,0.2,0.0,0.06,0.34,68.0,64.0,6.1,46.0,Monumental Games,E,"MotoGP,MotoGP 10/11",3/15/2011
1447,2094,2094,Michael Jackson: The Experience 3D,3DS,2011.0,Misc,Ubisoft,0.26,0.06,0.0,0.02,0.34,,,,,,,"Michael Jackson,Michael Jackson: The Experience 3D,The Experience 3D",11/7/2011
1449,2096,2096,N3 II: Ninety-Nine Nights,Xbox 360,2010.0,Action,Microsoft Game Studios,0.12,0.12,0.08,0.02,0.34,,,,,,,"Ninety-Nine Nights,N3 II: Ninety-Nine Nights,N3 II",6/29/2010
1453,2108,2108,The Cursed Crusade,PS3,2011.0,Action,DTP Entertainment,0.22000000000000003,0.16999999999999998,0.02,0.06999999999999999,0.49,43.0,61.0,4.8,81.0,Kylotonn,M,The Cursed Crusade,10/25/2011
1454,2109,2109,Ridge Racer Unbounded,PS3,2012.0,Racing,Namco Bandai Games,0.15000000000000002,0.22999999999999998,0.0,0.06999999999999999,0.45,71.66666666666667,99.0,6.566666666666666,114.0,Bugbear,T,Ridge Racer Unbounded,3/27/2012
1456,2112,2112,NASCAR '14,Xbox 360,2014.0,Racing,Deep Silver,0.39,0.0,0.0,0.06,0.45,65.66666666666667,15.0,4.933333333333333,48.0,Deep Silver,E,NASCAR '14,2/18/2014
1458,2114,2114,Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.46,0.22,0.0,0.08,0.8,,,4.083333333333333,,Double Helix Games,T,"Green Lantern: Rise of the Manhunters,Green Lantern,Rise of the Manhunters",6/7/2011
1459,2115,2115,Naval Assault: The Killing Tide,Xbox 360,2010.0,Simulation,505 Games,0.16,0.14,0.0,0.04,0.34,40.0,22.0,4.2,10.0,Artech Studios,T,"Naval Assault: The Killing Tide,The Killing Tide,Naval Assault",6/15/2010
1461,2121,2121,Far Cry: Primal,Windows,2016.0,Action,Ubisoft,0.08,0.22,0.0,0.02,0.32,74.0,36.0,4.8,736.0,Ubisoft Montreal,M,"Primal,Far Cry,Far Cry: Primal",3/1/2016
1464,2127,2127,Stronghold 3,Windows,2011.0,Strategy,,0.12,0.2,0.0,0.0,0.32,47.0,58.0,3.0,700.0,FireFly Studios,T,"Stronghold,Stronghold 3",10/25/2011
1466,2131,2131,Aliens: Infestation,DS,2011.0,Action,Sega,0.18,0.1,0.0,0.04,0.32,76.0,86.0,8.2,58.0,"Gearbox Software, WayForward",T,"Aliens,Infestation,Aliens: Infestation",10/11/2011
1471,2142,2142,Grease Dance,Xbox 360,2011.0,Misc,505 Games,0.27,0.08,0.0,0.03,0.39,,,0.0,,505 Games,T,Grease Dance,10/25/2011
1472,2144,2144,Just Dance: Disney Party,Xbox 360,2012.0,Misc,Ubisoft,0.27,0.14,0.0,0.05,0.44,,,0.0,,"Disney Interactive Studios, Land Ho!",E,"Just Dance,Just Dance: Disney Party,Disney Party",10/23/2012
1477,2157,2157,Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.1,0.06,0.12,0.04,0.32,67.0,46.0,7.8,98.0,Gust,T,"Ode to an Unborn Star,Ar Nosurge,Ar Nosurge: Ode to an Unborn Star",9/23/2014
1479,2159,2159,Shaun White Skateboarding,Xbox 360,2010.0,Sports,Ubisoft,0.2,0.1,0.0,0.02,0.32,61.0,68.0,5.3,14.0,Ubisoft Montreal,T,Shaun White Skateboarding,10/24/2010
1480,2160,2160,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.1,0.02,0.16,0.02,0.32,70.0,44.0,0.0,,Game Republic,T,"Dragon Ball,Dragon Ball: Origins 2,Dragonball,Origins 2,Dragon Ball: Origins",6/22/2010
1481,2161,2161,Wildstar,Windows,2014.0,Role-Playing,NCSoft,0.16,0.14,0.0,0.02,0.32,82.0,104.0,7.4,1930.0,Carbine Studios,T,Wildstar,6/3/2014
1482,2163,2163,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,0.26,0.02,0.0,0.04,0.32,,,,,,,"The Lost Valley,Harvest Moon,Harvest Moon: The Lost Valley",11/4/2014
1483,2166,2166,Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action,Tecmo Koei,0.07,0.06,0.27,0.04,0.44,,,,,Omega Force,T,"Xtreme Legends,Dynasty Warriors 8,Dynasty Warriors 8: Xtreme Legends",7/16/2013
1484,2167,2167,Fist of the North Star: Ken's Rage,Xbox 360,2010.0,Action,Ubisoft Annecy,0.14,0.04,0.12,0.02,0.32,59.0,76.0,7.3,46.0,Koei,M,"Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star",11/2/2010
1485,2168,2168,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.14,0.14,0.0,0.02,0.3,60.0,44.0,6.6,10.0,Ubisoft,T,James Noir's Hollywood Crimes,11/1/2011
1486,2169,2169,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.22,0.0,0.06,0.02,0.3,80.0,16.0,8.0,26.0,Neverland,E10+,"Lufia,Curse of the Sinistrals,Lufia: Curse of the Sinistrals",10/12/2010
1489,2173,2173,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,Activision,0.29,0.1,0.0,0.06999999999999999,0.44999999999999996,,,0.0,,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/26/2010
1491,2177,2177,Fantasia: Music Evolved,Xbox One,2014.0,Misc,Disney Interactive Studios,0.28,0.06999999999999999,0.0,0.03,0.37,,,7.333333333333333,141.0,Harmonix Music Systems,E10+,"Music Evolved,Fantasia,Fantasia: Music Evolved",10/21/2014
1497,2188,2188,Darksiders II,Wii U,2012.0,Action,THQ,0.14,0.14,0.0,0.02,0.3,85.0,72.0,8.2,306.0,Vigil Games,M,"Darksiders II,Darksiders",11/18/2012
1503,2205,2205,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.21000000000000002,0.14,0.0,0.05,0.42,39.666666666666664,17.0,4.233333333333333,18.0,THQ Australia,E10+,"Megamind: Ultimate Showdown,Ultimate Showdown,Megamind",11/2/2010
1504,2206,2206,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.5,0.22999999999999998,0.0,0.07,0.8,51.333333333333336,131.0,6.250000000000001,73.0,Red Fly Studio,T,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011
1505,2207,2207,The Sims Medieval: Pirates and Nobles,Windows,2011.0,Simulation,Electronic Arts,0.1,0.16,0.0,0.04,0.3,,,,,,,"Sims,The Sims Medieval,Pirates and Nobles,The Sims Medieval: Pirates and Nobles",8/30/2011
1507,2210,2210,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.08,0.14,0.06,0.02,0.3,,,,,,,"Castlevania: Lords of Shadow - Mirror of Fate,Lords of Shadow - Mirror of Fate,Castlevania",3/5/2013
1510,2213,2213,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.14,0.04,0.08,0.04,0.3,79.0,108.0,8.7,416.0,SNK Playmore,T,The King of Fighters XIV,8/23/2016
1518,2230,2230,Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.12,0.16,0.0,0.02,0.3,71.0,16.0,6.3,130.0,UBlart Montpellier,E10+,Rayman Origins,11/6/2012
1519,2231,2231,ReCore,Xbox One,2016.0,Action,Microsoft Game Studios,0.16,0.1,0.0,0.02,0.3,63.0,150.0,6.6,890.0,"Armature Studio, comcept",T,ReCore,9/13/2016
1523,2242,2242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.14,0.0,0.12,0.02,0.28,,,,,,,"Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Zetta Hero Project,Unlosing Ranger vs. Darkdeath Evilman",10/26/2010
1528,2253,2253,Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.26,0.0,0.0,0.02,0.28,,,0.0,,h.a.n.d. Inc.,E,Active Life Explorer,10/19/2010
1532,2257,2257,Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,0.44,0.24,0.0,0.060000000000000005,0.72,,,0.0,,Monkey Bar Games,E,Ben 10 Galactic Racing,10/18/2011
1535,2262,2262,Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.37,0.0,0.0,0.03,0.4,36.0,40.0,1.0333333333333334,25.0,Seven45 Studios,T,"Power Gig,Rise of the SixString,Power Gig: Rise of the SixString",10/19/2010
1536,2265,2265,Atari's Greatest Hits: Volume 1,DS,2010.0,Misc,Atari,0.26,0.0,0.0,0.02,0.28,,,,,,,"Atari's Greatest Hits: Volume,Atari's Greatest Hits,Atari's Greatest Hits: Volume 1,Volume 1",11/2/2010
1538,2271,2271,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.11,0.18,0.0,0.04,0.33,41.666666666666664,49.0,5.666666666666667,354.0,The Fun Pimps Entertainment LLC,M,7 Days to Die,6/28/2016
1541,2275,2275,Let's Cheer,Xbox 360,2011.0,Misc,Take-Two Interactive,0.24,0.0,0.0,0.02,0.28,,,,,,,Let's Cheer,5/10/2011
1545,2284,2284,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.35,0.0,0.0,0.03,0.38,,,,,High Voltage Software,E,"Nicktoons,MLB,Nicktoons: MLB",9/13/2011
1546,2288,2288,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.18,0.08,0.0,0.02,0.28,75.0,42.0,7.8,48.0,Gaijin Games,E,BIT.TRIP SAGA,9/13/2011
1549,2291,2291,Red Orchestra 2: Heroes of Stalingrad,Windows,2011.0,Shooter,Tripwire Interactive,0.08,0.14,0.0,0.04,0.28,76.0,98.0,7.3,1458.0,Tripwire Interactive,M,"Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2",9/13/2011
1551,2298,2298,Hulk Hogan's Main Event,Xbox 360,2011.0,Fighting,505 Games,0.2,0.04,0.0,0.02,0.26,26.0,8.0,2.2,40.0,Panic Button,T,Hulk Hogan's Main Event,10/11/2011
1559,2324,2324,Zoobles! Spring to Life!,DS,2011.0,Misc,Activision,0.2,0.04,0.0,0.02,0.26,,,,,,,Zoobles! Spring to Life!,11/1/2011
1561,2332,2332,Watch Dogs,Wii U,2014.0,Action,Ubisoft,0.14,0.1,0.0,0.02,0.26,62.0,30.0,6.4,324.0,Ubisoft Romania,M,Watch Dogs,11/18/2014
1562,2334,2334,Game Party: Champions,Wii U,2012.0,Action,Warner Bros. Interactive Entertainment,0.18,0.06,0.0,0.02,0.26,24.0,16.0,3.5,42.0,"Phosphor Games Studio, LLC",E,"Champions,Game Party,Game Party: Champions",11/30/2012
1564,2337,2337,Deception IV: Blood Ties,Vita,2014.0,Action,Tecmo Koei,0.07,0.06,0.2,0.03,0.37,68.0,57.0,7.733333333333333,149.0,Koei Tecmo Games,M,"Deception IV: Blood Ties,Deception IV,Blood Ties",3/25/2014
1568,2345,2345,Steel Battalion: Heavy Armor,Xbox 360,2012.0,Misc,Capcom,0.16,0.04,0.04,0.02,0.26,38.0,116.0,2.4,184.0,From Software,M,"Heavy Armor,Steel Battalion,Steel Battalion: Heavy Armor",6/19/2012
1571,2352,2352,Twister Mania,Xbox 360,2011.0,Misc,505 Games,0.2,0.02,0.0,0.02,0.26,,,0.0,,"Majesco Games, Majesco",E,Twister Mania,11/1/2011
1572,2354,2354,Fuse (Insomniac),Xbox 360,2013.0,Shooter,Electronic Arts,0.24,0.1,0.0,0.04,0.37,,,,,,,Fuse (Insomniac),5/28/2013
1575,2363,2363,NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.18,0.11,0.02,0.05,0.33999999999999997,50.666666666666664,110.0,4.966666666666667,159.0,Rebellion,M,NeverDead,1/31/2012
1577,2366,2366,Gladiator Begins,PSP,2010.0,Action,PQube,0.1,0.02,0.1,0.02,0.24,59.0,18.0,8.0,28.0,Acquire,M,Gladiator Begins,9/15/2010
1578,2367,2367,Sleeping Dogs,Windows,2012.0,Action,Square Enix ,0.12,0.1,0.0,0.02,0.24,81.0,46.0,8.2,2418.0,United Front Games,M,Sleeping Dogs,8/14/2012
1584,2380,2380,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.22,0.0,0.0,0.02,0.24,86.0,54.0,7.9,64.0,Q-Games,E,PixelJunk Monsters Deluxe,4/27/2010
1588,2389,2389,Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.19,0.08,0.0,0.05,0.32,47.666666666666664,51.0,6.3999999999999995,19.0,Kung Fu Factory,M,Supremacy MMA,9/20/2011
1589,2391,2391,Robinson: The Journey,PS4,2016.0,Action,Crytek,0.12,0.06,0.0,0.04,0.24,65.0,80.0,6.9,124.0,Crytek,,"The Journey,Robinson: The Journey,Robinson",11/8/2016
1590,2392,2392,Conduit 2,Wii,2011.0,Shooter,Sega,0.14,0.08,0.0,0.02,0.24,64.0,102.0,7.6,120.0,High Voltage Software,T,"Conduit 2,Conduit",4/19/2011
1597,2405,2405,Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,Activision,0.22,0.02,0.0,0.02,0.24,,,,,,,"Transformers: War for Cybertron -- Decepticons,War for Cybertron -- Decepticons,Transformers",6/22/2010
