,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
2158,2158,Transformer: Rise of the Dark Spark,Xbox 360,2014.0,Action,Activision,0.09,0.06,0.0,0.01,0.16,,,,,,,"Transformer,Rise of the Dark Spark,Transformer: Rise of the Dark Spark",6/24/2014
2159,2159,Shaun White Skateboarding,Xbox 360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,61.0,34.0,5.3,7.0,Ubisoft Montreal,T,Shaun White Skateboarding,10/24/2010
2160,2160,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,70.0,22.0,tbd,,Game Republic,T,"Dragon Ball,Dragon Ball: Origins 2,Dragonball,Origins 2,Dragon Ball: Origins",6/22/2010
2161,2161,Wildstar,Windows,2014.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.01,0.16,82.0,52.0,7.4,965.0,Carbine Studios,T,Wildstar,6/3/2014
2163,2163,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,0.13,0.01,0.0,0.02,0.16,,,,,,,"The Lost Valley,Harvest Moon,Harvest Moon: The Lost Valley",11/4/2014
2166,2166,Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68.0,4.0,6.8,9.0,Omega Force,T,"Xtreme Legends,Dynasty Warriors 8,Dynasty Warriors 8: Xtreme Legends",7/16/2013
2167,2167,Fist of the North Star: Ken's Rage,Xbox 360,2010.0,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59.0,38.0,7.3,23.0,Koei,M,"Ken's Rage,Fist of the North Star: Ken's Rage,Fist of the North Star",11/2/2010
2168,2168,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.01,0.15,60.0,22.0,6.6,5.0,Ubisoft,T,James Noir's Hollywood Crimes,11/1/2011
2169,2169,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.11,0.0,0.03,0.01,0.15,80.0,8.0,8,13.0,Neverland,E10+,"Lufia,Curse of the Sinistrals,Lufia: Curse of the Sinistrals",10/12/2010
2171,2171,Major League Baseball 2K13,PS3,2013.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.02,0.15,,,,,,,Major League Baseball 2K13,3/5/2013
2172,2172,Saw II: Flesh & Blood,Xbox 360,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.15,,,,,,,"Flesh & Blood,Saw II: Flesh & Blood,Saw II",10/19/2010
2173,2173,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.03,0.15,,,tbd,,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/26/2010
2175,2175,F.E.A.R. 3,Windows,2011.0,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,74.0,34.0,5.9,420.0,Day 1 Studios,M,"F.E.A.R.,F.E.A.R. 3",6/21/2011
2177,2177,Fantasia: Music Evolved,Xbox One,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+,"Music Evolved,Fantasia,Fantasia: Music Evolved",10/21/2014
2179,2179,Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Visual Concepts,E,Major League Baseball 2K11,3/8/2011
2180,2180,Wolfenstein: The Old Blood,Xbox One,2015.0,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,75.0,23.0,8,101.0,MachineGames,,"Wolfenstein: The Old Blood,The Old Blood,Wolfenstein",5/5/2015
2183,2183,The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,56.0,8.0,5.7,12.0,Ubisoft Montpellier,E10+,"The Adventures of Tintin,The Game,The Adventures of Tintin: The Game",10/21/2011
2184,2184,Dynasty Warriors 8,Xbox 360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,Omega Force,T,"Dynasty Warriors 8,Dynasty Warriors",7/16/2013
2186,2186,Darksiders II,Windows,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.02,0.15,81.0,23.0,7.8,653.0,Vigil Games,M,"Darksiders II,Darksiders",8/14/2012
2188,2188,Darksiders II,Wii U,2012.0,Action,THQ,0.07,0.07,0.0,0.01,0.15,85.0,36.0,8.2,153.0,Vigil Games,M,"Darksiders II,Darksiders",11/18/2012
2191,2191,Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.15,,,6.2,6.0,Ubisoft,E10+,"The Experience,Michael Jackson,Michael Jackson: The Experience",11/6/2010
2195,2195,de Blob 2,Xbox 360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15,77.0,54.0,7.5,23.0,Blue Tongue Entertainment,E10+,"de Blob,de Blob 2",2/22/2011
2196,2196,Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Powerhead Games,E,Major League Baseball 2K10,3/2/2010
2197,2197,Marvel Super Hero Squad: The Infinity Gauntlet,Xbox 360,2010.0,Action,THQ,0.12,0.02,0.0,0.01,0.15,55.0,10.0,6.3,6.0,THQ,E10+,"Marvel,Marvel Super Hero Squad,Marvel Super Hero Squad: The Infinity Gauntlet,The Infinity Gauntlet",11/16/2010
2198,2198,Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.01,0.15,57.0,7.0,6.3,6.0,Ubisoft Casablanca,E10+,"Prince of Persia: The Forgotten Sands,Prince of Persia,The Forgotten Sands",5/18/2010
2205,2205,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.05,0.0,0.02,0.15,43.0,5.0,4.2,6.0,THQ Australia,E10+,"Megamind: Ultimate Showdown,Ultimate Showdown,Megamind",11/2/2010
2206,2206,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.1,0.04,0.0,0.01,0.15,56.0,14.0,8,9.0,Red Fly Studio,T,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011
2207,2207,The Sims Medieval: Pirates and Nobles,Windows,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,,,,,,,"Sims,The Sims Medieval,Pirates and Nobles,The Sims Medieval: Pirates and Nobles",8/30/2011
2209,2209,Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Visual Concepts,E,Major League Baseball 2K12,3/6/2012
2210,2210,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,,"Castlevania: Lords of Shadow - Mirror of Fate,Lords of Shadow - Mirror of Fate,Castlevania",3/5/2013
2211,2211,Dishonored,Xbox One,2015.0,Action,Bethesda Softworks,0.09,0.05,0.0,0.01,0.15,,,,,,,Dishonored,8/25/2015
2212,2212,Battleborn,Xbox One,2016.0,Shooter,Take-Two Interactive,0.1,0.04,0.0,0.01,0.15,71.0,20.0,7.2,171.0,Gearbox Software,T,Battleborn,5/3/2016
2213,2213,The King of Fighters XIV,PS4,2016.0,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79.0,54.0,8.7,208.0,SNK Playmore,T,The King of Fighters XIV,8/23/2016
2214,2214,Deadly Premonition,PS3,2010.0,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,,,,,,,Deadly Premonition,2/23/2010
2220,2220,Skylanders: SuperChargers,Wii,2015.0,Action,Activision,0.02,0.12,0.0,0.01,0.15,,,,,,,"Skylanders: SuperChargers,Skylanders,SuperChargers",9/20/2015
2221,2221,Lego Star Wars: The Force Awakens,Wii U,2016.0,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.0,6.0,8,11.0,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens",6/28/2016
2223,2223,The Cursed Crusade,Xbox 360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M,The Cursed Crusade,10/25/2011
2224,2224,SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.13,0.0,0.0,0.01,0.15,,,tbd,,Firebrand Games,E,SpongeBob's Boating Bash,3/2/2010
2228,2228,WWE '13,Wii,2012.0,Action,THQ,0.11,0.02,0.0,0.01,0.15,74.0,4.0,6,9.0,THQ,T,"WWE '13,WWE",10/30/2012
2229,2229,Bakugan Battle Brawlers: Defenders of the Core,Xbox 360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.15,62.0,10.0,tbd,,Now Production,E10+,"Bakugan Battle Brawlers: Defenders of the Core,Bakugan Battle Brawlers,Defenders of the Core",10/26/2010
2230,2230,Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,71.0,8.0,6.3,65.0,UBlart Montpellier,E10+,Rayman Origins,11/6/2012
2231,2231,ReCore,Xbox One,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T,ReCore,9/13/2016
2234,2234,Skylanders Giants,3DS,2012.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,59.0,9.0,5,13.0,n-Space,E10+,Skylanders Giants,10/21/2012
2240,2240,Just Cause 3,Windows,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M,"Just Cause,Just Cause 3",12/1/2015
2241,2241,Thor: God of Thunder,Xbox 360,2011.0,Action,Sega,0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,Liquid Entertainment,T,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011
2242,2242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,,,,,,,"Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Zetta Hero Project,Unlosing Ranger vs. Darkdeath Evilman",10/26/2010
2245,2245,Metal Gear Solid V: Ground Zeroes,Xbox 360,2014.0,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148.0,Kojima Productions,M,"Metal Gear Solid V: Ground Zeroes,Metal Gear Solid V,MGS,Ground Zeroes",3/18/2014
2247,2247,Thor: God of Thunder,PS3,2011.0,Action,Sega,0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,Liquid Entertainment,T,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011
2249,2249,Skylanders Imaginators,PS4,2016.0,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Toys for Bob,E10+,Skylanders Imaginators,10/16/2016
2251,2251,Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,2K Games,E,"Top Spin,Top Spin 4",3/15/2011
2253,2253,Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,,,tbd,,h.a.n.d. Inc.,E,Active Life Explorer,10/19/2010
2254,2254,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8,116.0,Firaxis Games,T,"XCOM,XCOM 2",2/5/2016
2255,2255,Pro Evolution Soccer 2015,Xbox One,2014.0,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014
2256,2256,Risen 2: Dark Waters,Xbox 360,2012.0,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6,58.0,Piranha Bytes,M,"Dark Waters,Risen 2: Dark Waters,Risen 2",4/24/2012
2257,2257,Ben 10 Galactic Racing,3DS,2011.0,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.14,,,tbd,,Monkey Bar Games,E,Ben 10 Galactic Racing,10/18/2011
2258,2258,WWE 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,,,4.1,9.0,Yuke's,T,"WWE 2K17,WWE",10/11/2016
2261,2261,Pro Evolution Soccer 2015,Xbox 360,2014.0,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,,,6.8,29.0,Konami,E,"Pro Evolution Soccer 2015,Pro Evolution Soccer",11/11/2014
2262,2262,Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,Seven45 Studios,T,"Power Gig,Rise of the SixString,Power Gig: Rise of the SixString",10/19/2010
2265,2265,Atari's Greatest Hits: Volume 1,DS,2010.0,Misc,Atari,0.13,0.0,0.0,0.01,0.14,,,,,,,"Atari's Greatest Hits: Volume,Atari's Greatest Hits,Atari's Greatest Hits: Volume 1,Volume 1",11/2/2010
2270,2270,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Sega,E,"Virtua Tennis,Virtua Tennis 4",4/29/2011
2271,2271,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M,7 Days to Die,6/28/2016
2273,2273,Transformers: Devastation,Xbox One,2015.0,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,PlatinumGames,T,"Transformers,Devastation,Transformers: Devastation",10/6/2015
2274,2274,The Darkness II,Windows,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M,"The Darkness II,The Darkness",2/7/2012
2275,2275,Let's Cheer,Xbox 360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,,,,,,,Let's Cheer,5/10/2011
2278,2278,DmC: Devil May Cry,Xbox One,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.14,,,,,,,"Devil May Cry,DMC,DmC,DmC: Devil May Cry",3/10/2015
2281,2281,Dead Rising 2,Windows,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Blue Castle Games,M,"Dead Rising 2,Dead Rising",9/28/2010
2282,2282,Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55.0,Airtight Games,M,"Soul Suspect,Murdered: Soul Suspect,Murdered",6/3/2014
2284,2284,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,tbd,,High Voltage Software,E,"Nicktoons,MLB,Nicktoons: MLB",9/13/2011
2288,2288,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,Gaijin Games,E,BIT.TRIP SAGA,9/13/2011
2289,2289,Call of Duty: Infinite Warfare,Windows,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3,440.0,Infinity Ward,M,"Infinite Warfare,Call of Duty: Infinite Warfare,CoD,Call of Duty",11/4/2016
2290,2290,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,50.0,6.0,tbd,,"Beenox, Other Ocean Interactive",E10+,"Edge of Time,Spider-Man: Edge of Time,Spider-Man",10/4/2011
2291,2291,Red Orchestra 2: Heroes of Stalingrad,Windows,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,Tripwire Interactive,M,"Heroes of Stalingrad,Red Orchestra 2: Heroes of Stalingrad,Red Orchestra 2",9/13/2011
2295,2295,GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.1,0.03,0.0,0.01,0.13,,,,,,,"GoldenEye 007,GoldenEye 007 (2010)",11/2/2010
2298,2298,Hulk Hogan's Main Event,Xbox 360,2011.0,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13,26.0,4.0,2.2,20.0,Panic Button,T,Hulk Hogan's Main Event,10/11/2011
2300,2300,Dragon Age Origins: Awakening,Windows,2010.0,Role-Playing,Electronic Arts,0.01,0.1,0.0,0.02,0.13,,,,,,,"Dragon Age Origins: Awakening,Awakening,Dragon Age Origins",3/16/2010
2306,2306,MLB 11: The Show,PS2,2011.0,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,,,6.2,6.0,SCEA San Diego Studios,E,"MLB 11: The Show,MLB 11,The Show",3/8/2011
2308,2308,Injustice: Gods Among Us,Vita,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.03,0.13,,,,,,,"Injustice,Gods Among Us,Injustice: Gods Among Us",11/12/2013
2313,2313,TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.13,,,tbd,,SuperVillain Studios,E10+,"Evolution,TRON: Evolution,TRON",12/7/2010
2316,2316,LEGO Legends of Chima: Laval's Journey,Vita,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0.0,0.03,0.13,64.0,5.0,6.6,8.0,TT Games,E10+,"LEGO Legends of Chima: Laval's Journey,Laval's Journey,LEGO Legends of Chima",6/25/2013
2322,2322,Batman: Arkham Knight,Windows,2015.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,70.0,14.0,2.5,1967.0,"Rocksteady Studios, Iron Galaxy Studios",M,"Batman,Arkham Knight,Batman: Arkham Knight",6/23/2015
2323,2323,Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.01,0.05,0.06,0.01,0.13,,,7.2,19.0,Konami,E,"Pro Evolution Soccer,Pro Evolution Soccer 2017",9/13/2016
2324,2324,Zoobles! Spring to Life!,DS,2011.0,Misc,Activision,0.1,0.02,0.0,0.01,0.13,,,,,,,Zoobles! Spring to Life!,11/1/2011
2326,2326,Ben 10 Galactic Racing,DS,2011.0,Racing,D3Publisher,0.09,0.03,0.0,0.01,0.13,,,tbd,,Tantatus,E,Ben 10 Galactic Racing,10/18/2011
2332,2332,Watch Dogs,Wii U,2014.0,Action,Ubisoft,0.07,0.05,0.0,0.01,0.13,62.0,15.0,6.4,162.0,Ubisoft Romania,M,Watch Dogs,11/18/2014
2334,2334,Game Party: Champions,Wii U,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,24.0,8.0,3.5,21.0,"Phosphor Games Studio, LLC",E,"Champions,Game Party,Game Party: Champions",11/30/2012
2336,2336,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.13,42.0,6.0,3.9,7.0,Griptonite Games,E10+,"Green Lantern: Rise of the Manhunters,Green Lantern,Rise of the Manhunters",6/7/2011
2337,2337,Deception IV: Blood Ties,Vita,2014.0,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67.0,19.0,7.5,61.0,Koei Tecmo Games,M,"Deception IV: Blood Ties,Deception IV,Blood Ties",3/25/2014
2338,2338,Rango: The Video Game,Xbox 360,2011.0,Action,Electronic Arts,0.06,0.06,0.0,0.01,0.13,68.0,25.0,8,9.0,Behaviour Interactive,E10+,"Rango,Rango: The Video Game,The Video Game",3/1/2011
2339,2339,Megamind: The Blue Defender,PSP,2010.0,Adventure,THQ,0.08,0.03,0.0,0.02,0.13,,,tbd,,THQ,E10+,"The Blue Defender,Megamind: The Blue Defender,Megamind",11/2/2010
2342,2342,One Piece: Unlimited World Red,Vita,2014.0,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67.0,4.0,7.8,25.0,Ganbarion,T,"Unlimited World Red,One Piece,One Piece: Unlimited World Red",7/8/2014
2345,2345,Steel Battalion: Heavy Armor,Xbox 360,2012.0,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38.0,58.0,2.4,92.0,From Software,M,"Heavy Armor,Steel Battalion,Steel Battalion: Heavy Armor",6/19/2012
2346,2346,Green Lantern: Rise of the Manhunters,Xbox 360,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0.0,0.01,0.13,59.0,17.0,7.2,23.0,Double Helix Games,T,"Green Lantern: Rise of the Manhunters,Green Lantern,Rise of the Manhunters",6/7/2011
2350,2350,NBA 2K13,Wii U,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7,43.0,Visual Concepts,E,"NBA,NBA 2K13",10/2/2012
2352,2352,Twister Mania,Xbox 360,2011.0,Misc,505 Games,0.1,0.01,0.0,0.01,0.13,,,tbd,,"Majesco Games, Majesco",E,Twister Mania,11/1/2011
2354,2354,Fuse (Insomniac),Xbox 360,2013.0,Shooter,Electronic Arts,0.09,0.03,0.0,0.01,0.13,,,,,,,Fuse (Insomniac),5/28/2013
2358,2358,NBA 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.06,0.04,0.0,0.02,0.13,,,2,8.0,2K Games,E,"NBA 2K17,NBA",9/20/2016
2362,2362,LEGO Marvel's Avengers,Vita,2016.0,Action,Warner Bros. Interactive Entertainment,0.02,0.07,0.0,0.03,0.12,,,6.6,13.0,TT Games,E10+,"Marvel,LEGO Marvel's Avengers",1/26/2016
2363,2363,NeverDead,PS3,2012.0,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,50.0,32.0,4.7,47.0,Rebellion,M,NeverDead,1/31/2012
2365,2365,DiRT Rally,Xbox One,2016.0,Racing,Codemasters,0.04,0.08,0.0,0.01,0.12,86.0,17.0,8,60.0,Codemasters,E,DiRT Rally,4/5/2016
2366,2366,Gladiator Begins,PSP,2010.0,Action,PQube,0.05,0.01,0.05,0.01,0.12,59.0,9.0,8,14.0,Acquire,M,Gladiator Begins,9/15/2010
2367,2367,Sleeping Dogs,Windows,2012.0,Action,Square Enix ,0.06,0.05,0.0,0.01,0.12,81.0,23.0,8.2,1209.0,United Front Games,M,Sleeping Dogs,8/14/2012
2369,2369,James Bond 007: Legends,Wii U,2012.0,Shooter,Activision,0.06,0.05,0.0,0.01,0.12,,,,,,,"James Bond 007,Legends,James Bond 007: Legends",10/16/2012
2372,2372,Lego Star Wars: The Force Awakens,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.07,0.01,0.01,0.12,,,7.8,9.0,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens",6/28/2016
2373,2373,Rango: The Video Game,Wii,2011.0,Action,Electronic Arts,0.07,0.04,0.0,0.01,0.12,52.0,8.0,tbd,,Behaviour Interactive,E10+,"Rango,Rango: The Video Game,The Video Game",3/1/2011
2374,2374,Disney Sing It: Party Hits,PS3,2010.0,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,,,tbd,,Disney Interactive Studios,E,"Party Hits,Disney Sing It: Party Hits,Disney Sing It",10/12/2010
2378,2378,Thor: God of Thunder,DS,2011.0,Action,Sega,0.08,0.03,0.0,0.01,0.12,64.0,18.0,7.2,9.0,WayForward,E10+,"God of Thunder,Thor: God of Thunder,Thor",5/3/2011
2380,2380,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,86.0,27.0,7.9,32.0,Q-Games,E,PixelJunk Monsters Deluxe,4/27/2010
2382,2382,Ben 10 Galactic Racing,Wii,2011.0,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.12,,,tbd,,Monkey Bar Games,E,Ben 10 Galactic Racing,10/18/2011
2383,2383,Killer is Dead,Xbox 360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,Grasshopper Manufacture,M,Killer is Dead,8/27/2013
2385,2385,Megamind: Ultimate Showdown,Xbox 360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,33.0,7.0,4.3,6.0,THQ Australia,E10+,"Megamind: Ultimate Showdown,Ultimate Showdown,Megamind",11/2/2010
2389,2389,Supremacy MMA,PS3,2011.0,Fighting,505 Games,0.07,0.03,0.0,0.02,0.12,47.0,17.0,6.5,4.0,Kung Fu Factory,M,Supremacy MMA,9/20/2011
2391,2391,Robinson: The Journey,PS4,2016.0,Action,Crytek,0.06,0.03,0.0,0.02,0.12,65.0,40.0,6.9,62.0,Crytek,,"The Journey,Robinson: The Journey,Robinson",11/8/2016
2392,2392,Conduit 2,Wii,2011.0,Shooter,Sega,0.07,0.04,0.0,0.01,0.12,64.0,51.0,7.6,60.0,High Voltage Software,T,"Conduit 2,Conduit",4/19/2011
2393,2393,The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.12,,,tbd,,TT Fusion,E10+,"The Lord of the Rings: Aragorn's Quest,Aragorn's Quest,The Lord of the Rings",9/14/2010
2394,2394,Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,,Activision,T,"Cabela's Dangerous Hunts 2011,Cabela's Dangerous Hunts",10/19/2010
2398,2398,Lego Star Wars: The Force Awakens,Xbox 360,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.06,0.0,0.01,0.12,,,6.9,7.0,TT Games,E10+,"Lego Star Wars,The Force Awakens,Star Wars,Lego Star Wars: The Force Awakens",6/28/2016
2399,2399,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,THQ,0.1,0.01,0.0,0.01,0.12,,,,,,,SpongeBob's Surf & Skate Roadtrip,11/8/2011
2401,2401,Dishonored 2,Windows,2016.0,Action,Bethesda Softworks,0.04,0.07,0.0,0.01,0.12,86.0,37.0,6,383.0,Arkane Studios,M,"Dishonored,Dishonored 2",11/11/2016
2402,2402,NASCAR Unleashed,Xbox 360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,tbd,,Firebrand Games,E,NASCAR Unleashed,11/1/2011
2405,2405,Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,Activision,0.11,0.01,0.0,0.01,0.12,,,,,,,"Transformers: War for Cybertron -- Decepticons,War for Cybertron -- Decepticons,Transformers",6/22/2010
2407,2407,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,74.0,33.0,8.7,25.0,SuperVillain Studios,T,"Fistful of Cake,Fat Princess,Fat Princess: Fistful of Cake",5/4/2010
2409,2409,Tony Hawk's Pro Skater 5,Xbox One,2015.0,Sports,Activision,0.09,0.02,0.0,0.01,0.12,39.0,18.0,2.1,132.0,Robomodo,T,"Tony Hawk's Pro Skater 5,Tony Hawk's Pro Skater",9/29/2015
2410,2410,Rodea the Sky Soldier,Wii U,2015.0,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12,45.0,31.0,6.5,81.0,"Prope, Kadokawa",E10+,Rodea the Sky Soldier,11/10/2015
2412,2412,NBA 2K17,Xbox 360,2016.0,Sports,Take-Two Interactive,0.09,0.02,0.0,0.01,0.12,,,3.4,11.0,2K Games,E,"NBA 2K17,NBA",9/20/2016
